id,implementation_status,implementation_reason,implementation_type,code_module,required_inputs,verification_status,implementation_source_basis,pending_blocker_type,专业类别,中文名称,英文名称,来源/指南,来源链接
CALC-1015,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 颞下颌关节疼痛影像适宜性评分,ACR Appropriateness Criteria for 颞下颌关节疼痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1016,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 眼眶病变影像适宜性评分,ACR Appropriateness Criteria for 眼眶病变,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1017,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 视神经病变影像适宜性评分,ACR Appropriateness Criteria for 视神经病变,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1018,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 创伤全身CT影像适宜性评分,ACR Appropriateness Criteria for 创伤全身CT,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1019,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 儿童非意外伤害影像适宜性评分,ACR Appropriateness Criteria for 儿童非意外伤害,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1020,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 异物摄入影像适宜性评分,ACR Appropriateness Criteria for 异物摄入,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1021,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 术后发热影像适宜性评分,ACR Appropriateness Criteria for 术后发热,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1022,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 血管通路并发症影像适宜性评分,ACR Appropriateness Criteria for 血管通路并发症,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1023,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 透析通路评估影像适宜性评分,ACR Appropriateness Criteria for 透析通路评估,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1024,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 下肢缺血影像适宜性评分,ACR Appropriateness Criteria for 下肢缺血,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1025,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 深静脉血栓影像适宜性评分,ACR Appropriateness Criteria for 深静脉血栓,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1026,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 慢性肝病HCC筛查影像适宜性评分,ACR Appropriateness Criteria for 慢性肝病HCC筛查,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1027,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 胆道梗阻影像适宜性评分,ACR Appropriateness Criteria for 胆道梗阻,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1028,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 肠系膜缺血影像适宜性评分,ACR Appropriateness Criteria for 肠系膜缺血,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1029,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 主动脉瘤随访影像适宜性评分,ACR Appropriateness Criteria for 主动脉瘤随访,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1030,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 冠状动脉钙化筛查影像适宜性评分,ACR Appropriateness Criteria for 冠状动脉钙化筛查,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1031,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 先天性心脏病影像影像适宜性评分,ACR Appropriateness Criteria for 先天性心脏病影像,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1032,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 心肌病影像影像适宜性评分,ACR Appropriateness Criteria for 心肌病影像,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1033,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 心包疾病影像适宜性评分,ACR Appropriateness Criteria for 心包疾病,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1034,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 肺高压影像评估影像适宜性评分,ACR Appropriateness Criteria for 肺高压影像评估,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1035,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 睡眠呼吸暂停影像影像适宜性评分,ACR Appropriateness Criteria for 睡眠呼吸暂停影像,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1036,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 气道异物影像适宜性评分,ACR Appropriateness Criteria for 气道异物,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1037,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 颈部肿块影像适宜性评分,ACR Appropriateness Criteria for 颈部肿块,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1038,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,ACR 不明原发癌影像适宜性评分,ACR Appropriateness Criteria for 不明原发癌,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria
CALC-1039,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,甲状腺偶发结节随访管理建议,ACR Incidental Thyroid Nodule Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1040,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肺部偶发结节随访管理建议,Fleischner Pulmonary Nodule Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1041,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肝脏偶发病灶随访管理建议,ACR Incidental Liver Lesion Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1042,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,胰腺囊性偶发病灶随访管理建议,ACR Incidental Pancreatic Cyst Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1043,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肾脏偶发肿块随访管理建议,ACR Incidental Renal Mass Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1044,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肾上腺偶发肿块随访管理建议,ACR Incidental Adrenal Mass Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1045,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,脾脏偶发病灶随访管理建议,ACR Incidental Splenic Lesion Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1046,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,卵巢附件偶发囊肿随访管理建议,ACR Incidental Adnexal Cyst Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1047,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,淋巴结偶发肿大随访管理建议,ACR Incidental Lymph Node Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1048,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,骨偶发病灶随访管理建议,SSR Bone-RADS Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1049,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,脑垂体偶发瘤随访管理建议,Pituitary Incidentaloma Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1050,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,脑白质偶发改变随访管理建议,Incidental White Matter Lesions Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1051,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,冠状动脉钙化偶发发现随访管理建议,Incidental Coronary Artery Calcium Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1052,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,主动脉扩张偶发发现随访管理建议,Incidental Aortic Dilatation Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1053,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,乳腺MRI背景强化随访管理建议,Breast MRI Background Parenchymal Enhancement Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1054,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,前列腺MRI偶发发现随访管理建议,Incidental Prostate MRI Finding Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1055,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,胆囊息肉随访管理建议,Gallbladder Polyp Management Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1056,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,胆管扩张偶发发现随访管理建议,Incidental Bile Duct Dilatation Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1057,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,子宫内膜增厚偶发发现随访管理建议,Incidental Endometrial Thickening Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1058,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,椎体血管瘤偶发发现随访管理建议,Incidental Vertebral Hemangioma Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1059,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,脑动脉瘤偶发发现随访管理建议,Incidental Intracranial Aneurysm Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1060,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,颈动脉狭窄偶发发现随访管理建议,Incidental Carotid Stenosis Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1061,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肺气肿影像偶发发现随访管理建议,Incidental Emphysema Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1062,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,间质性肺异常随访管理建议,Interstitial Lung Abnormality Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
CALC-1063,pending_formula_or_rule_implementation,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.",markdown_or_data_table_until_source_complete,,structured pathway logic and versioned guideline rules,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,guideline_pathway,影像适宜性与检查路径扩展,肝硬化影像偶发提示随访管理建议,Incidental Imaging Suggestion of Cirrhosis Follow-up Recommendation Support,ACR Incidental Findings / Specialty Consensus,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems
