id,专业类别,亚专科,疾病/场景,中文名称,英文名称,输入,输出,量表/方程,评分解读,用途,来源类型,来源/指南,来源链接,获取渠道,真实性层级,常用程度,覆盖说明,临床使用说明,版本/年份,条目来源,来源分组,备注
CALC-0807,血液、免疫、风湿与皮肤,风湿,肌炎,肌炎疾病活动评估,"Myositis Disease Activity Assessment Tool, MDAAT",肌肉、皮肤、肺、心、胃肠、关节等器官活动,肌炎活动度评分,器官系统评分,用于炎性肌病活动度评估,症状/功能量表,专业量表,MDAAT,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0808,血液、免疫、风湿与皮肤,皮肤,黑色素瘤筛查,ABCDE黑色素瘤警示规则,ABCDE Rule for Melanoma,不对称；边界不规则；颜色变化；直径>6mm；演变,ABCDE阳性警示征数量和是否任一阳性,ABCDE五项黑色素瘤警示征布尔计数,任一警示征阳性提示需结合皮肤科检查进一步评估,筛查/预警,临床规则,American Academy of Dermatology ABCDEs of melanoma,https://www.aad.org/public/diseases/skin-cancer/find/at-risk/abcdes,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0809,血液、免疫、风湿与皮肤,皮肤,痤疮,全球痤疮分级系统,"Global Acne Grading System, GAGS",forehead; right_cheek; left_cheek; nose; chin; chest_upper_back,GAGS总分和痤疮严重度分级,各区域局部分级0-4乘以区域因子后求和。,总分越高提示痤疮严重度越高。,分期/分级,皮肤科严重度评分/同行评议资料,Global Acne Grading System references,https://pmc.ncbi.nlm.nih.gov/articles/PMC7532287/,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0810,血液、免疫、风湿与皮肤,皮肤,玫瑰痤疮,研究者总体评估玫瑰痤疮,Investigator Global Assessment for Rosacea,红斑；丘疹脓疱；毛细血管扩张；总体严重度,IGA等级,0-4或0-5分级,等级越高越重,分期/分级,临床试验量表,IGA Rosacea,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0811,血液、免疫、风湿与皮肤,过敏,过敏性鼻炎控制,过敏性鼻炎控制测试,"Rhinitis Control Assessment Test, RCAT",items：6个RCAT预评分条目（每项1-5分）,RCAT总分（6-30分）和控制分类,6项预评分相加；<=21提示鼻炎控制不佳,分数越高鼻炎控制越好；<=21为控制不佳常用阈值,症状/功能量表,患者报告量表；预评分计分实现,Rhinitis Control Assessment Test validation references,https://pubmed.ncbi.nlm.nih.gov/23219170/,同行评议文献/公开计分说明,B：公开量表计分/专科常用筛查工具,中高：临床常见或教学/决策支持常用,已实现6项预评分求和和<=21控制阈值；不包含问卷正文,用于过敏性鼻炎控制程度评估和随访；需结合症状、用药和暴露史,,外部来源扩展补充,,permission-safe prescored item implementation
CALC-0812,影像、实验室、遗传与公共卫生,影像RADS,肺结节,Fleischner肺结节随访建议,Fleischner Pulmonary Nodule Follow-up,结节大小；实性/亚实性；数量；高危因素；年龄,随访CT建议,Fleischner指南表,用于偶发肺结节随访,影像随访决策,官方/专业协会指南,Fleischner Society,https://pubs.rsna.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0813,影像、实验室、遗传与公共卫生,影像RADS,肾囊性病变,Bosniak肾囊肿分类2019,Bosniak Classification v2019,囊壁/分隔；强化；钙化；结节；MRI/CT特征,Bosniak I-IV类,Bosniak v2019规则,类别越高恶性风险越高,分期/分级,专业协会分类,Bosniak v2019,https://www.acr.org/Clinical-Resources/Reporting-and-Data-Systems,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,2019,外部来源扩展补充,,
CALC-0814,影像、实验室、遗传与公共卫生,影像RADS,头部外伤,Marshall CT颅脑损伤分类,Marshall CT Classification,visible_intracranial_pathology; cisterns; midline_shift_mm; high_or_mixed_density_lesion_volume_ml; mass_lesion_evacuated,Marshall CT class I-VI,"Rule-based Marshall CT traumatic brain injury classification from pathology visibility, cisterns, midline shift, lesion volume, and evacuated mass lesion.",Higher class generally reflects more severe CT injury pattern; class V/VI indicate mass lesion categories.,分期/分级,原始分类体系/影像评分,Marshall CT traumatic brain injury classification,https://siren.network/wp-content/uploads/2023/11/BCM-TBI-CDEs-CT-Scoring_Schemes-Refresher.pdf,外部来源规则级核对并接入Python实现,A：原始评分/分类体系来源,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于TBI影像分类和教学；不能替代影像医师报告和完整临床评估,,外部来源扩展补充,,Python实现采用编码输入。
CALC-0815,影像、实验室、遗传与公共卫生,影像RADS,创伤性脑损伤,Rotterdam CT评分,Rotterdam CT Score,basal_cisterns; midline_shift_mm; epidural_mass_lesion_present; intraventricular_or_traumatic_sah,Rotterdam CT score,Rotterdam CT score = 1 + basal cistern points + midline shift >5 mm + absent epidural mass lesion point + intraventricular or traumatic SAH point.,Higher score is associated with worse prognosis after traumatic brain injury.,风险预测/预后评估,原始评分体系/影像评分,Rotterdam CT score for traumatic brain injury,https://pacs.de/term/rotterdam-classification-of-traumatic-brain-injury,外部来源公式级核对并接入Python实现,A：原始评分/分类体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于TBI影像预后辅助；不能替代影像医师报告和完整临床评估,,外部来源扩展补充,,原始论文见PubMed PMID 16195609。
CALC-0816,影像、实验室、遗传与公共卫生,实验室,贫血,Mentzer指数,Mentzer Index,MCV；红细胞计数,地中海贫血/缺铁倾向,MCV/RBC,<13倾向地贫，>13倾向缺铁，需确认检测,诊断/分类辅助,临床指标,Mentzer Index,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0817,影像、实验室、遗传与公共卫生,实验室,铁代谢,可溶性转铁蛋白受体指数,Soluble Transferrin Receptor Index,sTfR；铁蛋白,缺铁性贫血辅助指标,sTfR/log ferritin,辅助区分炎症性贫血和缺铁,诊断/分类辅助,临床指标,sTfR Index,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0818,影像、实验室、遗传与公共卫生,遗传,药物基因组,CPIC药物基因型表型解释,CPIC Pharmacogenomic Phenotype Interpreter,基因；等位基因；药物；表型,代谢表型和用药建议级别,CPIC diplotype-to-phenotype,需按CPIC具体药物指南执行,药物剂量/治疗监测,专业指南,CPIC Guidelines,https://cpicpgx.org/guidelines/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,中高：药物基因组场景常用,药物基因组覆盖；需按CPIC/DPWG版本维护,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0819,影像、实验室、遗传与公共卫生,遗传,肿瘤遗传,NCCN遗传性癌症检测适应证核对,NCCN Hereditary Cancer Testing Criteria Support,癌种；年龄；家族史；多原发；病理；祖源；已知突变,是否符合遗传咨询/检测标准,NCCN标准核对,需按授权指南版本使用,筛查/预警,专业指南,NCCN Genetic/Familial High-Risk Assessment,https://www.nccn.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：肿瘤专科分期/路径常用,肿瘤分期覆盖；需按癌种和版本维护,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0820,影像、实验室、遗传与公共卫生,公共卫生,疫苗,成人疫苗适应证核对,Adult Immunization Schedule Support,年龄；妊娠；免疫状态；基础病；职业；旅行；疫苗史,推荐/禁忌/注意事项,CDC/ACIP免疫程序规则,用于免疫接种提醒,筛查/预警,官方指南,CDC Adult Immunization Schedule,https://www.cdc.gov/vaccines/schedules/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0821,影像、实验室、遗传与公共卫生,公共卫生,癌症筛查,USPSTF癌症筛查资格核对,USPSTF Cancer Screening Eligibility Support,年龄；性别；吸烟；家族史；既往筛查；风险因素,筛查候选和间隔提示,USPSTF推荐规则,用于乳腺、宫颈、结直肠、肺癌筛查提醒,筛查/预警,官方指南,USPSTF,https://www.uspreventiveservicestaskforce.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0822,影像、实验室、遗传与公共卫生,公共卫生,心血管筛查,生命简单8项心血管健康评分,Life's Essential 8,饮食；运动；尼古丁；睡眠；BMI；血脂；血糖；血压,心血管健康评分,AHA LE8评分,分数越高心血管健康越好,筛查/预警,专业协会工具,AHA Life's Essential 8,https://www.heart.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0823,重症、麻醉、疼痛与姑息,ICU严重度,重症患者,SAPS II简化急性生理评分,"Simplified Acute Physiology Score II, SAPS II",年龄；入ICU类型；生命体征；实验室；GCS；慢性病；入院类型,院内死亡风险,SAPS II模型,分数越高死亡风险越高,风险预测/预后评估,研究模型,SAPS II,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0824,重症、麻醉、疼痛与姑息,ICU严重度,重症患者,SAPS 3简化急性生理评分,"Simplified Acute Physiology Score 3, SAPS 3",入ICU前情况；入ICU原因；生理异常；地区校准,院内死亡风险,SAPS 3模型,用于ICU入院风险校准,风险预测/预后评估,研究模型,SAPS 3,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0825,重症、麻醉、疼痛与姑息,ICU严重度,重症患者,MPM0-III死亡概率模型,Mortality Probability Model III at ICU Admission,年龄；慢性病；生理；诊断；机械通气；CPR；入院来源等,ICU死亡概率,MPM0-III模型,用于ICU入院死亡风险估计,风险预测/预后评估,研究模型,MPM0-III,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0826,重症、麻醉、疼痛与姑息,ICU营养,危重症营养,NUTRIC营养风险评分,NUTRIC Score,年龄；APACHE II；SOFA；合并症；入ICU前住院天数；IL-6可选,营养风险,NUTRIC/mNUTRIC评分,高分提示可能更受益于积极营养支持,风险预测/预后评估,研究模型,NUTRIC Score,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0827,重症、麻醉、疼痛与姑息,ICU神经,意识障碍,FOUR昏迷评分,Full Outline of UnResponsiveness Score,眼反应；运动反应；脑干反射；呼吸模式,FOUR总分0-16,4项0-4分加总,分数越低意识障碍越重,症状/功能量表,临床量表,FOUR Score,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0828,重症、麻醉、疼痛与姑息,ICU谵妄,谵妄,ICU谵妄筛查清单,"Intensive Care Delirium Screening Checklist, ICDSC",意识、注意、定向、幻觉、精神运动、言语/情绪、睡眠、波动,ICDSC 0-8,8项0/1分,>=4常提示谵妄,症状/功能量表,临床量表,ICDSC,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0829,重症、麻醉、疼痛与姑息,气道,困难气道,LEMON困难气道评估,LEMON Airway Assessment,look_external_abnormal; evaluate_332_abnormal; mallampati_ge_3; obstruction_present; neck_mobility_limited,count of LEMON difficult-airway features,"Count five coded LEMON difficult-airway features: Look, Evaluate 3-3-2, Mallampati, Obstruction, Neck mobility.",More present features suggest greater difficult-airway concern; no universal cutoff is applied.,风险预测/预后评估,临床评估规则/验证研究,LEMON-method airway assessment validation,https://pmc.ncbi.nlm.nih.gov/articles/PMC1726680/,外部来源规则级核对并接入Python实现,B：验证研究/可靠医学资料并已核规则,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于困难气道评估辅助；不能替代气道专家判断和完整检查,,外部来源扩展补充,,Python实现采用编码输入。
CALC-0830,重症、麻醉、疼痛与姑息,气道,喉镜暴露,Cormack-Lehane喉镜分级,Cormack-Lehane Classification,grade,Cormack-Lehane grade and difficult laryngoscopy flag,Pre-coded Cormack-Lehane laryngoscopy grade 1-4; grades 3-4 indicate difficult laryngoscopy.,Higher grade indicates poorer laryngoscopic view.,分期/分级,原始分类体系,Cormack-Lehane laryngoscopy classification,https://pubmed.ncbi.nlm.nih.gov/6507827/,外部来源规则级核对并接入Python实现,A：原始评分/分类体系来源,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于喉镜视野记录和教学；不能替代麻醉气道评估,,外部来源扩展补充,,Python实现采用预编码等级输入。
CALC-0831,重症、麻醉、疼痛与姑息,麻醉药理,吸入麻醉,年龄校正MAC,Age-Adjusted Minimum Alveolar Concentration,年龄；吸入麻醉药；目标MAC倍数,年龄校正MAC或呼末浓度,MAC随年龄校正公式,用于麻醉深度和剂量沟通，需结合临床,药物剂量/治疗监测,麻醉药理公式,Age-adjusted MAC,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0832,重症、麻醉、疼痛与姑息,神经肌阻滞,肌松恢复,四个成串比值,Train-of-Four Ratio,TOF第1和第4次肌颤搐幅度,TOF ratio,T4/T1,>=0.9常作为肌松恢复目标,公式计算/生理指标,医学计算器平台,Merck Manual clinical calculators,https://www.merckmanuals.com/professional/pages-with-widgets/clinical-calculators,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0833,重症、麻醉、疼痛与姑息,疼痛,神经病理性疼痛,DN4神经病理性疼痛问卷,"Douleur Neuropathique 4 Questions, DN4",item_scores,DN4总分和神经病理性疼痛筛查提示,10个预评分0/1条目求和。,>=4分支持神经病理性疼痛筛查阳性。,诊断/分类辅助,疼痛筛查量表/医学计算器,"Douleur Neuropathique 4 Questions, DN4 / MDCalc",https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预评分条目输入，未复刻受版权保护的完整问卷题干。
CALC-0834,重症、麻醉、疼痛与姑息,疼痛,神经病理性疼痛,LANSS疼痛量表,Leeds Assessment of Neuropathic Symptoms and Signs,疼痛症状；感觉检查；诱发痛,LANSS总分,症状和体征加权评分,高分支持神经病理性疼痛,诊断/分类辅助,临床量表,LANSS,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0835,重症、麻醉、疼痛与姑息,疼痛,慢性疼痛,疼痛灾难化量表,"Pain Catastrophizing Scale, PCS",反刍；放大；无助等13项,PCS总分,13题0-4分,分数越高灾难化思维越强,症状/功能量表,患者报告量表,PCS,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0836,重症、麻醉、疼痛与姑息,疼痛,阿片风险,阿片风险工具,"Opioid Risk Tool, ORT",个人/家族物质使用史；年龄；心理疾病；性侵史,阿片误用风险,ORT加权评分,低、中、高风险分层,风险预测/预后评估,临床量表,ORT,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0837,重症、麻醉、疼痛与姑息,姑息,晚期疾病,Edmonton症状评估系统,"Edmonton Symptom Assessment System, ESAS",疼痛、疲乏、恶心、抑郁、焦虑、嗜睡、食欲、舒适感、气短等,症状负担分,0-10数字评分组合,分数越高症状越重,症状/功能量表,姑息量表,ESAS,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0838,重症、麻醉、疼痛与姑息,姑息,晚期疾病,姑息预后指数,"Palliative Prognostic Index, PPI",PPS；口服摄入；水肿；静息呼吸困难；谵妄,短期生存风险,PPI加权评分,分数越高短期预后越差,风险预测/预后评估,研究模型,PPI,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0839,骨科、运动医学与康复扩展,足踝,足踝功能,AOFAS踝-后足评分,AOFAS Ankle-Hindfoot Score,疼痛；功能；对线,AOFAS 0-100,分域加权评分,越高功能越好,症状/功能量表,专业量表,AOFAS,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0840,骨科、运动医学与康复扩展,足踝,足踝功能,足踝能力测量,"Foot and Ankle Ability Measure, FAAM",FAAM日常生活21项和/或运动8项预编码0-4分，可用None表示缺失,FAAM日常生活和/或运动百分比分,子量表百分比 = 已完成条目分值和/(4*已完成条目数)*100,百分比越高提示足踝功能越好,症状/功能量表,患者报告量表,Foot and Ankle Ability Measure,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0841,骨科、运动医学与康复扩展,运动医学,运动活动水平,Tegner活动量表,Tegner Activity Scale,Tegner活动等级0-10,Tegner活动等级,0-10级活动水平分级,等级越高表示工作/运动活动水平越高；10级为精英竞技运动水平,症状/功能量表,运动医学量表,Tegner Activity Scale,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0842,骨科、运动医学与康复扩展,运动医学,膝前痛,Kujala髌股关节评分,Kujala Anterior Knee Pain Scale,Kujala髌股关节评分预编码组成分值,Kujala总分0-100,预编码组成分值求和，最高100分,分数越高提示膝前痛相关功能越好,症状/功能量表,运动医学量表,Kujala Anterior Knee Pain Scale,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0843,骨科、运动医学与康复扩展,运动医学,跟腱病,VISA-A跟腱病评分,"Victorian Institute of Sport Assessment-Achilles, VISA-A",8个预编码VISA-A条目分值,VISA-A总分0-100,8个预编码条目求和，最高100分,分数越高提示跟腱功能越好/症状越轻,症状/功能量表,患者报告量表,VISA-A,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0844,骨科、运动医学与康复扩展,运动医学,髌腱病,VISA-P髌腱病评分,"Victorian Institute of Sport Assessment-Patella, VISA-P",8个预编码VISA-P条目分值,VISA-P总分0-100,8个预编码条目求和，最高100分,分数越高提示髌腱功能越好/症状越轻,症状/功能量表,患者报告量表,VISA-P,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0845,骨科、运动医学与康复扩展,上肢,上肢功能,QuickDASH上肢功能简表,QuickDASH,11个预编码QuickDASH条目分值1-5，允许最多1项缺失,QuickDASH 0-100分,((已完成条目均分 - 1) * 25)，至少10项有效,0为最少残障，100为最重残障/症状负担,症状/功能量表,患者报告量表,QuickDASH scoring,https://dash.iwh.on.ca/scoring,专业机构/量表官网/大学或研究工具,C：可追溯外部来源，需确认版本、版权和适用人群,中：专科、研究或随访场景常用，泛临床频率不一,可追溯来源覆盖；适合候选清单，实施前需逐项核原始公式,真实存在且可追溯；是否适合上线取决于授权、验证质量和本地化,,外部来源扩展补充,,
CALC-0846,骨科、运动医学与康复扩展,肩关节,肩关节不稳,WOSI肩关节不稳指数,Western Ontario Shoulder Instability Index,身体症状；运动工作；生活方式；情绪,WOSI分数,问卷计分,分数越高生活质量受损越重,症状/功能量表,患者报告量表,WOSI,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0847,骨科、运动医学与康复扩展,创伤骨科,踝关节骨折,Olerud-Molander踝关节评分,Olerud-Molander Ankle Score,疼痛、僵硬、肿胀、楼梯、跑、跳、蹲、支撑、工作/日常活动预编码分值,Olerud-Molander踝关节评分0-100,9个预编码域分值求和，最高100分,分数越高表示踝关节功能越好,症状/功能量表,专业量表,Olerud-Molander Ankle Score,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0848,骨科、运动医学与康复扩展,脊柱,胸腰椎损伤,胸腰椎损伤分类与严重度评分,"Thoracolumbar Injury Classification and Severity Score, TLICS",morphology；posterior_ligamentous_complex；neurologic_status：TLICS三个域编码或点数,TLICS总分和治疗倾向,形态、后方韧带复合体、神经状态三域点数相加；0-3非手术，4可手术或非手术，>=5倾向手术,总分越高胸腰椎损伤不稳定性/手术指征越强,分诊/流程决策,创伤分类评分；编码规则实现,TLICS scoring references,https://radiopaedia.org/articles/thoracolumbar-injury-classification-and-severity-score-tlics-1,医学计算器平台/公开影像规则说明,B：公开评分规则/临床常用分类工具,中高：临床常见或教学/决策支持常用,已实现三个编码域求和和常用治疗倾向阈值,用于胸腰椎损伤结构化评估；治疗需结合影像、神经查体和脊柱外科判断,,外部来源扩展补充,,coded component implementation
CALC-0849,骨科、运动医学与康复扩展,脊柱肿瘤,脊柱转移瘤,脊柱不稳定性肿瘤评分,"Spinal Instability Neoplastic Score, SINS",location；pain；bone_lesion；alignment；vertebral_body_collapse；posterolateral_involvement：SINS六域编码或点数,SINS总分和稳定性分类,六个域点数相加，总分0-18；0-6稳定，7-12潜在不稳定，13-18不稳定,分数越高肿瘤相关脊柱不稳定风险越高,风险预测/预后评估,肿瘤脊柱稳定性评分；编码规则实现,Spinal Instability Neoplastic Score references,https://radiopaedia.org/articles/spinal-instability-neoplastic-score,医学计算器平台/公开影像规则说明,B：公开评分规则/临床常用分类工具,中高：临床常见或教学/决策支持常用,已实现六个编码域求和和稳定性分类,用于肿瘤相关脊柱不稳定筛查；需结合影像、疼痛性质和脊柱肿瘤团队评估,,外部来源扩展补充,,coded component implementation
CALC-0850,骨科、运动医学与康复扩展,康复,行走能力,功能性步行分级,"Functional Ambulation Category, FAC",grade,功能性步行分级FAC 0-5级解释,按预编码FAC 0-5级返回步行依赖程度。,等级越高提示步行独立性越好。,症状/功能量表,康复步行分级/原始研究,Functional Ambulation Category Holden references,https://pubmed.ncbi.nlm.nih.gov/6691052/,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
